Name,Artist,Popularity,img,Release date,Genre,Subgenre
Snap Yo Fingers,Youngbloodz,68,https://i.scdn.co/image/ab67616d0000b273aa119fab1d342e3a7e4ddb2c,2006-05-02,rap,hip hop
"Up Where We Belong - From ""An Officer And A Gentleman""",Joe Cocker,66,https://i.scdn.co/image/ab67616d0000b2737efa4d4536799483c489a4b0,2000-06-06,rock,hard rock
ILYSB,LANY,54,https://i.scdn.co/image/ab67616d0000b2734011de7822423ed7557c3c81,2015-12-11,pop,post-teen pop
Another Sad Love Song,Khalid,71,https://i.scdn.co/image/ab67616d0000b273988ede5e1276e758b5f9e577,2017-04-27,pop,indie poptimism
Como te extraño mi amor,Café Tacvba,70,https://i.scdn.co/image/ab67616d0000b27344fc111787f221cf5629a2b9,1996-10-25,rock,permanent wave
The Boy Is Mine,Brandy,66,https://i.scdn.co/image/ab67616d0000b27389c9590c941cec56429f2456,1998-05-29,r&b,urban contemporary
Zun Da Da,Zion,67,https://i.scdn.co/image/ab67616d0000b273f4371bfd653207b5def22d80,2007-06-05,latin,reggaeton
Deja vu,Prince Royce,69,https://i.scdn.co/image/ab67616d0000b2736c1180ae683cc09d840a9163,2017-02-24,latin,latin pop
Town Called Malice,The Jam,20,https://i.scdn.co/image/ab67616d0000b2733cb7b96b66eeb42c6a74ebb3,2015-06-22,rock,permanent wave
Never Gonna Give You Up,Rick Astley,66,https://i.scdn.co/image/ab67616d0000b273237665d08de01907e82a7d8a,1987-12-08,pop,electropop
Nostalgic,A R I Z O N A,36,https://i.scdn.co/image/ab67616d0000b2737198e1eb3af6236a70ba76af,2019-06-18,pop,dance pop
Take It On the Run,REO Speedwagon,65,https://i.scdn.co/image/ab67616d0000b273d514470784e3d02ee0bcdb80,1980,rock,classic rock
Like Toy Soldiers,Eminem,5,https://i.scdn.co/image/ab67616d0000b273726d48d93d02e1271774f023,2004-11-12,rap,southern hip hop
Smooth Operator - Single Version,Sade,66,https://i.scdn.co/image/ab67616d0000b2735e25e034e25258b356774c79,1994-10-31,r&b,urban contemporary
Quiero Repetir,Ozuna,71,https://i.scdn.co/image/ab67616d0000b273b0a875d7f1bfe4ec4aaffa48,2017-08-25,latin,reggaeton
Jesus Walks,Kanye West,8,https://i.scdn.co/image/ab67616d0000b27325b055377757b3cdd6f26b78,2004-02-13,rap,hip hop
Nice Boys,TEMPOREX,67,https://i.scdn.co/image/ab67616d0000b27369d098be64bae871b54c2096,2017-01-11,rock,permanent wave
Tu Cariñito,Puerto Rican Power,64,https://i.scdn.co/image/0d05a0cf87d25955cc5543af25fc589a70570106,2008-11-11,latin,tropical
Burnin' Up,Jonas Brothers,71,https://i.scdn.co/image/ab67616d0000b2738c039b3ca9a86af62a46eacf,2008-08-12,pop,post-teen pop
Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,81,https://i.scdn.co/image/ab67616d0000b273600adbc750285ea1a8da249f,2019-11-25,rap,hip hop
Faithfully,Journey,53,https://i.scdn.co/image/ab67616d0000b27338ac6dd1653bc2c69c9ed8dd,2001-09-19,rock,classic rock
GAMES ON YOUR PHONE,24kGoldn,64,https://i.scdn.co/image/ab67616d0000b273fe9008022f3f54d81dcc8030,2019-11-22,r&b,urban contemporary
Your Shirt,Chelsea Cutler,44,https://i.scdn.co/image/ab67616d0000b27394bd50447700c46305e369b6,2017-02-24,pop,indie poptimism
Ruff Ryders' Anthem,DMX,0,https://i.scdn.co/image/ab67616d0000b27311658b970e0518be491871df,2007-06-16,rap,gangster rap
Still Not a Player (feat. Joe) - Radio Version,Big Pun,65,https://i.scdn.co/image/ab67616d0000b2738c7a8e68dc5c20bb72f713f2,1999-08-28,rap,gangster rap
Ex Calling,6LACK,69,https://i.scdn.co/image/ab67616d0000b273e4f13cd87b3b1ead6735a520,2016-11-18,r&b,urban contemporary
Miss Independent,Ne-Yo,68,https://i.scdn.co/image/ab67616d0000b2735694163d7c4ab48251e9b57c,2008-01-01,pop,post-teen pop
Hymn for the Weekend - Seeb Remix,Coldplay,71,https://i.scdn.co/image/ab67616d0000b273ac08ece7ad90165ac7d532c4,2016-03-25,pop,electropop
Jeremías 17-5,Canserbero,68,https://i.scdn.co/image/ab67616d0000b273fd7bf6e660e2da01813c70f7,2012,rap,gangster rap
Resentment,A Day To Remember,70,https://i.scdn.co/image/ab67616d0000b2730c1c0f567e3ead50f14cfeac,2019-11-22,rock,hard rock
Play That Song,Train,4,https://i.scdn.co/image/ab67616d0000b273279d967ebbfd039a1006f984,2016,pop,indie poptimism
FIGURES,Jessie Reyez,71,https://i.scdn.co/image/ab67616d0000b27329cd835f44f8b868a2e96f1f,2017-04-21,r&b,neo soul
Fluorescent Adolescent,Arctic Monkeys,66,https://i.scdn.co/image/ab67616d0000b2730c8ac83035e9588e8ad34b90,2007-04-24,pop,indie poptimism
Lithium,Nirvana,68,https://i.scdn.co/image/ab67616d0000b273e175a19e530c898d167d39bf,1991-09-26,rock,permanent wave
Passin' Me By,The Pharcyde,67,https://i.scdn.co/image/ab67616d0000b2739ec4abd35652fafe34ee7dfb,1992-11-24,rap,southern hip hop
Shortie Like Mine,Bow Wow,67,https://i.scdn.co/image/ab67616d0000b2731a16a162f671e39c206dd3ef,2006-12-15,r&b,urban contemporary
Your Love Is My Drug,Kesha,0,https://i.scdn.co/image/ab67616d0000b2737a6339d6ddfd579f77559b3c,2010,pop,post-teen pop
Na De Na,Angel Y Khriz,68,https://i.scdn.co/image/ab67616d0000b27398cc17c2d48595067de30578,2008,latin,latin pop
Can't Take My Eyes off You,Frankie Valli,65,https://i.scdn.co/image/ab67616d0000b273b96c21e15c091eb98a6c88a4,1967,r&b,urban contemporary
Given Up,Linkin Park,37,https://i.scdn.co/image/ab67616d0000b27346e207de66ba06422897f769,2008-03-02,rock,hard rock
Gospel,Rich Brian,7,https://i.scdn.co/image/ab67616d0000b27369eae2eee5b8605eb4322235,2017-05-12,rap,southern hip hop
La rebelion,Joe Arroyo,68,https://i.scdn.co/image/ab67616d0000b27364b4a6c22b44342947a9b5e4,2007-05-12,latin,tropical
Daughters,John Mayer,68,https://i.scdn.co/image/ab67616d0000b2731a4c7c7e6eeaee67c9e8ce71,2003-09-09,r&b,urban contemporary
She's The One,Robbie Williams,67,https://i.scdn.co/image/ab67616d0000b273ddd516e8d9114e683c69493d,1998,rock,permanent wave
Get It Together,Drake,69,https://i.scdn.co/image/ab67616d0000b2734f0fd9dad63977146e685700,2017-03-18,r&b,urban contemporary
I'll Be Good,Jaymes Young,65,https://i.scdn.co/image/ab67616d0000b273a9897f65d1ead1be10a51e3f,2017-06-23,pop,indie poptimism
Everytime,boy pablo,70,https://i.scdn.co/image/ab67616d0000b27339806e9326b2bdc50538e911,2017-05-19,pop,indie poptimism
Bad Medicine,Bon Jovi,0,https://i.scdn.co/image/ab67616d0000b273901d0116a03d30a5c45bb99c,2010-01-01,rock,classic rock
Mientes Tan Bien,Sin Bandera,65,https://i.scdn.co/image/ab67616d0000b27365ad331cf7c3f45284ca8a39,2007-11-13,latin,latin pop
Thong Song,Sisqo,65,https://i.scdn.co/image/ab67616d0000b273227393028d2b83ced8e74d9b,1999-01-01,r&b,hip pop
Conteo Regresivo - Salsa Version,Gilberto Santa Rosa,62,https://i.scdn.co/image/ab67616d0000b27307031a0d94b5340aeb77e824,2008-07-21,latin,tropical
Dear No One,Tori Kelly,67,https://i.scdn.co/image/ab67616d0000b273eaf4b0de16e2a2bc9b796302,2013-01-01,pop,post-teen pop
Pardon Me,Incubus,67,https://i.scdn.co/image/ab67616d0000b27374fad40214d982351347e46e,1999-10-26,rock,hard rock
The Way,Ariana Grande,67,https://i.scdn.co/image/ab67616d0000b2734bb9f35da9ff34b1e2314d8e,2013-01-01,pop,post-teen pop
Children,Robert Miles,67,https://i.scdn.co/image/ab67616d0000b27318f8307bf82be1273b3ee9cc,1996-07-11,pop,dance pop
Gyalchester,Drake,70,https://i.scdn.co/image/ab67616d0000b2734f0fd9dad63977146e685700,2017-03-18,rap,southern hip hop
Me Mata,Bad Bunny,69,https://i.scdn.co/image/ab67616d0000b273da715f86aef7d0e7d716ef94,2017-04-11,latin,latin hip hop
"Rhythm Is A Dancer - 7"" Edit",SNAP!,67,https://i.scdn.co/image/ab67616d0000b273f2bb243604066dc0b62b66a1,1992-01-01,pop,dance pop
Addicted To Love,Robert Palmer,67,https://i.scdn.co/image/ab67616d0000b273f3bc80c86bab200ea5ffe10b,1985-01-01,rock,album rock
Exit Music (For a Film),Radiohead,64,https://i.scdn.co/image/ab67616d0000b273adb1732fa8d44b8eb2f6c0bf,1997-05-28,rock,permanent wave
St. Elmos Fire (Man in Motion),John Parr,68,https://i.scdn.co/image/ab67616d0000b273c500e7ab2ab870a9fed56e8f,1985-01-01,rock,album rock
Bad To The Bone,George Thorogood & The Destroyers,67,https://i.scdn.co/image/ab67616d0000b273ff4db4dae0252068fc3db08f,1982-01-01,rock,album rock
The Pot,TOOL,67,https://i.scdn.co/image/ab67616d0000b273781369aabc39c792cc55604f,2006-04-28,rock,hard rock
Signs,Drake,70,https://i.scdn.co/image/ab67616d0000b273abf8d5beaed0be5438198d50,2017-06-23,r&b,hip pop
Aston Martin Music,Rick Ross,2,https://i.scdn.co/image/ab67616d0000b2730fbb5046ac2211a4aab5ecfa,2010-01-01,rap,southern hip hop
Collide - Acoustic Version,Howie Day,69,https://i.scdn.co/image/ab67616d0000b2730be69a8375b7b1227f60bd61,2003-11-04,latin,latin pop
Dale Don Dale,Don Omar,3,https://i.scdn.co/image/ab67616d0000b273b4070df60fced11f282548d0,2014-02-14,latin,reggaeton
Finally // beautiful stranger,Halsey,79,https://i.scdn.co/image/ab67616d0000b27310438f1fe0d1ba13105a66bd,2019-12-06,pop,dance pop
I Remember You,Skid Row,68,https://i.scdn.co/image/ab67616d0000b273ae63b58e90bef8888658ae21,1989-01-24,rock,classic rock
Dakota,Stereophonics,68,https://i.scdn.co/image/ab67616d0000b273ecdb914ea9cbbb31c5a6b71b,2005-01-01,rock,permanent wave
Society,Eddie Vedder,67,https://i.scdn.co/image/ab67616d0000b2733ed52339ae78ac1b695e8d80,2007-09-18,rock,permanent wave
YO LE LLEGO,J Balvin,74,https://i.scdn.co/image/ab67616d0000b2734891d9b25d8919448388f3bb,2019-06-28,rap,trap
Need Your Love (with Noah Kahan),Gryffin,70,https://i.scdn.co/image/ab67616d0000b2733f864273b0b10785dc63f64a,2019-10-24,pop,dance pop
The Cure,Lady Gaga,70,https://i.scdn.co/image/ab67616d0000b27331cc5716a5c922b0482787b7,2017-04-16,pop,post-teen pop
Mi primer millon,Bacilos,69,https://i.scdn.co/image/ab67616d0000b273e1f4c211ce1ef95454bbbcc4,2002-06-25,latin,tropical
If I Were a Boy,Beyoncé,68,https://i.scdn.co/image/ab67616d0000b273e13de7b8662b085b0885ffef,2008-11-14,r&b,urban contemporary
Snuff,Slipknot,58,https://i.scdn.co/image/ab67616d0000b273457163bec7e8e4decf8c6375,2008-08-20,rock,permanent wave
Working for the Weekend,Loverboy,66,https://i.scdn.co/image/ab67616d0000b2739c56254072383ce8172ab4c6,1981,pop,post-teen pop
Fancy,Iggy Azalea,69,https://i.scdn.co/image/ab67616d0000b273b1c6cf12c9fb4f9014b711ba,2014-01-01,pop,post-teen pop
Ordinary People,John Legend,18,https://i.scdn.co/image/ab67616d0000b27330fd5c0c49d9c1913e7eb38b,2004,r&b,neo soul
My Type,Saint Motel,61,https://i.scdn.co/image/ab67616d0000b2738ba29b297a3e252d9d3e59a2,2014-06-17,pop,indie poptimism
G Walk (with Chris Brown),Lil Mosey,52,https://i.scdn.co/image/ab67616d0000b27332ba22ba4df6a89bb6bfe3cf,2019-06-07,rap,hip hop
One Wish,Ray J,0,https://i.scdn.co/image/ab67616d0000b27370825280030fcae3d4e3ff74,2005-09-20,r&b,hip pop
Can I Have This Dance - Original Version,High School Musical Cast,67,https://i.scdn.co/image/ab67616d0000b2735af81c4bd993bfad936f1ca3,2008-01-01,pop,post-teen pop
Burnin' for You,Blue Öyster Cult,67,https://i.scdn.co/image/ab67616d0000b2736895da04b237964b95c2a166,1981-10-23,rock,classic rock
Bailando - Spanish Version,Enrique Iglesias,68,https://i.scdn.co/image/ab67616d0000b273d27447cdbed86ca4dfd61f48,2014-01-01,latin,latin pop
L'amour Toujours (Small Mix),Gigi D'Agostino,69,https://i.scdn.co/image/ab67616d0000b273d84f459a905d4d06edff98d1,2014-05-30,pop,dance pop
Bad Company,Five Finger Death Punch,6,https://i.scdn.co/image/ab67616d0000b273cd626f837ce7967a29bc7d0a,2009-01-01,rock,hard rock
Tongue Tied (with YUNGBLUD & blackbear),Marshmello,61,https://i.scdn.co/image/ab67616d0000b2736c7a9a38d691aa505b0f45b1,2019-11-13,pop,post-teen pop
Say Something - Zac Samuel Remix,Karen Harding,6,https://i.scdn.co/image/ab67616d0000b2734a710f967adbade59838bb33,2014-01-01,pop,post-teen pop
Famous Hoes,NLE Choppa,80,https://i.scdn.co/image/ab67616d0000b2733ae711b1307b647a1d59f3e8,2019-12-10,rap,hip hop
Hollaback Girl,Gwen Stefani,69,https://i.scdn.co/image/ab67616d0000b2737c7136a182372ccdffb3d3c4,2004-11-22,pop,post-teen pop
Bitch Please II,Eminem,0,https://i.scdn.co/image/ab67616d0000b273dbb3dd82da45b7d7f31b1b42,2000-05-23,rap,gangster rap
Can We Pretend (feat. Cash Cash),P!nk,75,https://i.scdn.co/image/ab67616d0000b2730ceb664ec63331d981817891,2019-04-11,pop,dance pop
I Stand Alone,Godsmack,67,https://i.scdn.co/image/ab67616d0000b27365dc417bbf89a70b03d5f90e,2003-04-08,rock,hard rock
My Nigga,YG,69,https://i.scdn.co/image/ab67616d0000b273285717d8be1761dc136572b6,2014-01-01,pop,post-teen pop
Problems,A R I Z O N A,72,https://i.scdn.co/image/ab67616d0000b2737198e1eb3af6236a70ba76af,2019-10-11,pop,post-teen pop
So Gone,Monica,67,https://i.scdn.co/image/ab67616d0000b2730cfb7f6743c0742761edf377,2003,r&b,urban contemporary
Humanos a Marte,Chayanne,67,https://i.scdn.co/image/ab67616d0000b2738b02886da55459c302791820,2014-08-25,latin,latin pop
Apparently,J. Cole,69,https://i.scdn.co/image/ab67616d0000b2736aca031ccc27d2e4dd829d14,2014-12-09,r&b,hip pop
Red Lights,Tiësto,69,https://i.scdn.co/image/ab67616d0000b2734ca8d06b996fb365b62d3d9c,2014-06-13,pop,dance pop
Through The Wire,Kanye West,69,https://i.scdn.co/image/ab67616d0000b27325b055377757b3cdd6f26b78,2004-02-10,rap,hip hop
Rebota - Remix,Guaynaa,78,https://i.scdn.co/image/ab67616d0000b273c5081d55da614f7faf087b90,2019-07-12,pop,dance pop
Hysteria,Def Leppard,68,https://i.scdn.co/image/ab67616d0000b27343511b8c20112757edddc7ba,1987-08-03,rock,album rock
Absolute Zero,Stone Sour,68,https://i.scdn.co/image/ab67616d0000b2738328645e58684d8770a8475f,2012-10-17,rock,hard rock
Lifestyle,Rich Gang,69,https://i.scdn.co/image/ab67616d0000b273f0246c408dccfca67fdf8d9a,2014-06-05,rap,hip hop
Party Rock Anthem,LMFAO,67,https://i.scdn.co/image/ab67616d0000b273d77a9a738c99b8c4f7a7c3ee,2011-01-01,pop,post-teen pop
Don't Speak,No Doubt,73,https://i.scdn.co/image/ab67616d0000b2736ebd5e789646a833b8f7d4ba,1995-10-10,rock,permanent wave
Numb Numb Juice,ScHoolboy Q,72,https://i.scdn.co/image/ab67616d0000b273f2149422121d1674c6f4c009,2019-04-26,rap,southern hip hop
Death,Trippie Redd,77,https://i.scdn.co/image/ab67616d0000b273cd81b9f0393348b6537c9d92,2019-11-22,rap,hip hop
Rakata,Wisin & Yandel,68,https://i.scdn.co/image/ab67616d0000b2732336a2b2069c72c70d182dc1,2005-01-01,latin,latin pop
Kemba Walker,Eladio Carrion,75,https://i.scdn.co/image/ab67616d0000b27339ba283f4e6f92bd3e278d45,2019-08-06,rap,trap
Make Me (Cry),Noah Cyrus,69,https://i.scdn.co/image/ab67616d0000b273bf2ec8b87525fbd01fb0111f,2016-11-15,pop,indie poptimism
Six Feet Under,The Weeknd,69,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452,2016-11-25,r&b,urban contemporary
I Know You Want Me (Calle Ocho),Pitbull,63,https://i.scdn.co/image/ab67616d0000b273956346ed9c201b6de9d3a1a2,2009-08-27,pop,post-teen pop
Girls and Boys,Blur,68,https://i.scdn.co/image/ab67616d0000b2736eba1a0996d9e69ad20ec88b,2000-10-23,rock,permanent wave
Civil War,Guns N' Roses,6,https://i.scdn.co/image/ab67616d0000b27392d21aef6c0d288cc4c05973,1991-01-01,rock,album rock
93 'Til Infinity,Souls Of Mischief,68,https://i.scdn.co/image/ab67616d0000b27343969ecfe687484121805478,1993-02-13,rap,southern hip hop
Sigo Extrañándote,J Balvin,6,https://i.scdn.co/image/ab67616d0000b273734b36a0655aae40d78d70f4,2016-06-24,latin,reggaeton
Crack A Bottle,Eminem,0,https://i.scdn.co/image/ab67616d0000b273506c4cc93e5a6234164125e1,2009-01-01,rap,southern hip hop
Blow Your Mind (Mwah),Dua Lipa,70,https://i.scdn.co/image/ab67616d0000b2736f3a9d2b11ad1707cbb88369,2016-08-26,pop,electropop
I Kissed A Girl,Katy Perry,69,https://i.scdn.co/image/ab67616d0000b273cd3978ebe35d93a07249b97f,2008-06-17,pop,post-teen pop
Whatcha Say,Jason Derulo,66,https://i.scdn.co/image/ab67616d0000b273c7b1b93cd2dcb8d528a30a1d,2010-02-24,pop,post-teen pop
One Time,Justin Bieber,68,https://i.scdn.co/image/ab67616d0000b2737c3bb9f74a98f60bdda6c9a7,2009-01-01,latin,latin hip hop
Hasta Que Salga el Sol,Ozuna,68,https://i.scdn.co/image/ab67616d0000b27359814794af144d08dae50672,2019-11-07,latin,reggaeton
10%,KAYTRANADA,70,https://i.scdn.co/image/ab67616d0000b2739b6375bad39943011986c247,2019-12-13,r&b,urban contemporary
Toothbrush,DNCE,70,https://i.scdn.co/image/ab67616d0000b2738d0a75346badc30c8b845be9,2016-11-18,edm,pop edm
Purple Emoji (feat. J. Cole),Ty Dolla $ign,72,https://i.scdn.co/image/ab67616d0000b273e6ad2271964d98547145e723,2019-05-20,r&b,neo soul
DOLLAR,Becky G,76,https://i.scdn.co/image/ab67616d0000b2734d96ab393bb6cde8e621e298,2019-07-10,rap,trap
Cold Water,Major Lazer,69,https://i.scdn.co/image/ab67616d0000b2733d2ab503fa064e2050a7d115,2016-07-22,pop,electropop
Venom,Ghostemane,68,https://i.scdn.co/image/ab67616d0000b273cbe980418e07ab8bfa5b2f38,2016-07-03,rap,gangster rap
When I'm Down,Whethan,69,https://i.scdn.co/image/ab67616d0000b273c558e54cf2bf2a8dec80aa35,2016-10-21,pop,indie poptimism
"Introducing Me - From ""Camp Rock 2: The Final Jam""",Nick Jonas,67,https://i.scdn.co/image/ab67616d0000b273e0f3cba015a03c59e2f7dd61,2010-01-01,pop,post-teen pop
I Miss Myself (with HRVY),NOTD,71,https://i.scdn.co/image/ab67616d0000b273c59ca0ffeef8d8a1790a936a,2019-05-03,pop,dance pop
Sing,Travis,4,https://i.scdn.co/image/ab67616d0000b273c113aeb5e1d629725b542462,2004-11-01,rock,album rock
CAPO,NLE Choppa,74,https://i.scdn.co/image/ab67616d0000b273bbe85c97294a5d543fcbf770,2019-03-22,rap,gangster rap
"Tonight, Tonight - Remastered 2012",The Smashing Pumpkins,11,https://i.scdn.co/image/ab67616d0000b273431ac6e6f393acf475730ec6,1995-12-12,rock,permanent wave
You Make Me Feel... (feat. Sabi),Cobra Starship,66,https://i.scdn.co/image/ab67616d0000b273a4c01842096428fb14859bdc,2011-08-29,pop,post-teen pop
One Sweet Day,Mariah Carey,68,https://i.scdn.co/image/ab67616d0000b273749e9bfa78277f30ad2c9a9c,1995-09-26,r&b,new jack swing
Who Shot Ya? - 2005 Remaster,The Notorious B.I.G.,68,https://i.scdn.co/image/ab67616d0000b273a4950162a626593b7340f6c7,1994-09-13,rap,southern hip hop
She's So Gone,Naomi Scott,66,https://i.scdn.co/image/ab67616d0000b273d9a239d0a67fc31a9b9fff59,2011-01-01,pop,post-teen pop
Woah (feat. D3Mstreet),KRYPTO9095,74,https://i.scdn.co/image/ab67616d0000b2736cab3dcfbded5c1eb5eb38c1,2019-03-29,r&b,urban contemporary
You Could Be Mine,Guns N' Roses,6,https://i.scdn.co/image/ab67616d0000b27392d21aef6c0d288cc4c05973,1991-01-01,rock,album rock
BIG,Young M.A,76,https://i.scdn.co/image/ab67616d0000b2734fc7642b4b9dfc5088c45880,2019-09-27,rap,hip hop
My Happy Ending,Avril Lavigne,68,https://i.scdn.co/image/ab67616d0000b2739c291af4bf0c3071847f2b80,2004,rock,album rock
Con Calma - Remix,Daddy Yankee,74,https://i.scdn.co/image/ab67616d0000b273f85899e6f6a05d767cc0f0a0,2019-04-19,latin,latin hip hop
Tabaco Y Chanel,Bacilos,68,https://i.scdn.co/image/ab67616d0000b273508f6cb8971fc173e1b6f26f,2001-04-24,latin,tropical
Live And Let Die,Guns N' Roses,9,https://i.scdn.co/image/ab67616d0000b273e44963b8bb127552ac761873,1991-01-01,rock,album rock
Spoonman,Soundgarden,0,https://i.scdn.co/image/ab67616d0000b2735124ed45a94033830b320500,1994-03-09,rock,hard rock
Get the Party Started,P!nk,66,https://i.scdn.co/image/ab67616d0000b2739da93c573c5ce2d9deb98e4f,2001,pop,post-teen pop
Si Tú La Ves (feat. Wisin),Nicky Jam,68,https://i.scdn.co/image/ab67616d0000b273d77dbcd4dbd37cdfa61771fa,2017-01-20,latin,reggaeton
Legacy (feat. Travis Scott & 21 Savage),Offset,72,https://i.scdn.co/image/ab67616d0000b2737028679269dc6a5a29ce8f36,2019-02-22,r&b,urban contemporary
Purple Pills,D12,7,https://i.scdn.co/image/ab67616d0000b2739f2ea05aa0ad163b4bf35b89,2001-01-01,rap,gangster rap
"Independent Women, Pt. 1",Destiny's Child,61,https://i.scdn.co/image/ab67616d0000b273163cdae7f1e2c82786a84e3e,2001-01-01,r&b,hip pop
Die MF Die,Dope,66,https://i.scdn.co/image/ab67616d0000b2731aa2474909c648492bcf27ce,2001-12-06,rock,hard rock
Uptown Girl,Billy Joel,68,https://i.scdn.co/image/ab67616d0000b273649d4f282653ab8be56f447e,2001-10-02,pop,electropop
Piano Man,Billy Joel,70,https://i.scdn.co/image/ab67616d0000b273649d4f282653ab8be56f447e,2001-10-02,pop,post-teen pop
Mistletoe,Justin Bieber,84,https://i.scdn.co/image/ab67616d0000b2730315efc555d5a157b0392652,2011-01-01,pop,post-teen pop
Canopée,Polo & Pan,66,https://i.scdn.co/image/ab67616d0000b2734ee9468123f381eb8d5e05bb,2017-05-19,latin,tropical
Beds Are Burning - Remastered,Midnight Oil,63,https://i.scdn.co/image/ab67616d0000b2730dd350beeb5ac73672ad6e80,1997-10-13,pop,electropop
Vacaciones,Wisin,68,https://i.scdn.co/image/ab67616d0000b273c7524a697e709517b50681b2,2017-12-01,latin,latin pop
Greatest Love of All,Whitney Houston,65,https://i.scdn.co/image/ab67616d0000b2732ae4fcec560ab559d6f5dc88,1985-02-14,rock,album rock
Hasta Que Te Conocí,Juan Gabriel,4,https://i.scdn.co/image/ab67616d0000b2733af9cd72b7bd3c2def437d5f,2016-08-26,latin,latin pop
Make It Better (feat. Smokey Robinson),Anderson .Paak,70,https://i.scdn.co/image/ab67616d0000b2733d5b8fe604275dfab677bd0d,2019-04-12,rap,southern hip hop
Back That Azz Up,Juvenile,59,https://i.scdn.co/image/ab67616d0000b273683fee123a35b36d53f21a58,2004-01-01,rap,southern hip hop
Inside Out,Eve 6,65,https://i.scdn.co/image/ab67616d0000b273859d6607e67a7bea86f9e924,1998,rock,permanent wave
Baby Got Back,Sir Mix-A-Lot,3,https://i.scdn.co/image/ab67616d0000b273f82c7e4376cf8267fb396b7d,2013-01-01,rap,gangster rap
It Ain’t Me (with Selena Gomez),Kygo,69,https://i.scdn.co/image/ab67616d0000b273f9dcc529e62f2a4675f88738,2017-02-17,pop,dance pop
Separate Ways (Worlds Apart),Journey,67,https://i.scdn.co/image/ab67616d0000b27338ac6dd1653bc2c69c9ed8dd,1983-02-01,pop,post-teen pop
Friday I'm in Love,The Cure,67,https://i.scdn.co/image/ab67616d0000b273e410fa31e3dfcc7521cde86d,1992-04-21,rock,classic rock
Age of Consent - 2015 Remaster,New Order,65,https://i.scdn.co/image/ab67616d0000b273a0bb93884823982d57cb2004,1983-05-02,rock,permanent wave
Sex & Candy,Marcy Playground,68,https://i.scdn.co/image/ab67616d0000b27337d1e5c1ca98ce1ecd754d04,1997-01-01,rock,permanent wave
Come Home To Me,LÉON,69,https://i.scdn.co/image/ab67616d0000b273cc04a01b9069278c09d970d7,2019-03-01,pop,indie poptimism
It's Still Rock and Roll to Me,Billy Joel,66,https://i.scdn.co/image/ab67616d0000b27322d5199692d318c28d6c7d9b,1980-03-12,rock,classic rock
"0 Sentimientos (Remix) [feat. Noriel, Darkiel, Lyan, Messiah & Baby Rasta]",Jon Z,68,https://i.scdn.co/image/ab67616d0000b2737588a856b2a0b965e6655647,2016-11-24,rap,trap
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,76,https://i.scdn.co/image/ab67616d0000b2737b219c19829e83a86cc9786c,2017-06-22,pop,electropop
Finesse,Bruno Mars,68,https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5,2016-11-17,edm,pop edm
Coffee and TV,Blur,66,https://i.scdn.co/image/ab67616d0000b273bf2d790a9c0db632cbadbf4b,1998-03-15,rock,permanent wave
Tarzan Boy,Baltimora,51,https://i.scdn.co/image/ab67616d0000b273de82204a5baa683ce85d57cb,2010-01-01,pop,electropop
Had Some Drinks,Two Feet,4,https://i.scdn.co/image/ab67616d0000b273f31382d7bd220e2c6b3f7f14,2017-05-19,pop,indie poptimism
Wow. - Remix,Post Malone,72,https://i.scdn.co/image/ab67616d0000b273cacb017c5648e147558669fb,2019-03-15,rap,hip hop
Under Cover of Darkness,The Strokes,69,https://i.scdn.co/image/ab67616d0000b273397d02cfe1aab2923f9d1697,2011-03-18,rock,permanent wave
Shotta Flow,NLE Choppa,76,https://i.scdn.co/image/ab67616d0000b273f564e6b6b6b3f4036b876aa4,2019-01-17,rap,gangster rap
MMMBop,Hanson,65,https://i.scdn.co/image/ab67616d0000b273184227f002623fc19f44551a,1997-01-01,rock,permanent wave
I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,Mario Winans,68,https://i.scdn.co/image/ab67616d0000b273edc3c125d87a7bfcd4ef158b,2016-08-12,r&b,hip pop
CUIDAO POR AHÍ,J Balvin,72,https://i.scdn.co/image/ab67616d0000b2734891d9b25d8919448388f3bb,2019-06-28,latin,latin hip hop
Tainted Love,Soft Cell,8,https://i.scdn.co/image/ab67616d0000b273db5f42a5cd45458926cab59d,2002-01-01,pop,electropop
Bella,Wolfine,71,https://i.scdn.co/image/ab67616d0000b27300f3f20aca8bce07b5e68af8,2017-12-29,latin,reggaeton
Came Here for Love,Sigala,68,https://i.scdn.co/image/ab67616d0000b2733769e2973131468513fc59cd,2017-06-09,pop,dance pop
Wanted,NOTD,70,https://i.scdn.co/image/ab67616d0000b273fb4500a1c06b5ebb3d0f6007,2019-09-27,pop,dance pop
romance361,iann dior,71,https://i.scdn.co/image/ab67616d0000b2739fc7b0fa3ee822614a14dd2e,2019-05-22,rap,trap
Drop It Like It's Hot,Snoop Dogg,7,https://i.scdn.co/image/ab67616d0000b273e803716268c173c3f9a0c057,2004-01-01,rap,southern hip hop
